Date,Open,High,Low,Close,Adj Close,Volume
2016-07-14,733.9400019999999,736.1400150000001,730.590027,735.799988,735.799988,1070400
2016-07-15,741.0,741.0,734.6400150000001,735.630005,735.630005,1617100
2016-07-18,737.909973,755.1400150000001,736.51001,753.200012,753.200012,1934900
2016-07-19,749.869995,756.590027,748.48999,753.409973,753.409973,1521800
2016-07-20,754.049988,760.6400150000001,754.049988,757.080017,757.080017,1125100
2016-07-21,757.0,758.150024,751.52002,754.409973,754.409973,953100
2016-07-22,757.320007,759.450012,752.659973,759.280029,759.280029,1046000
2016-07-25,757.679993,759.820007,754.070007,757.52002,757.52002,1073300
2016-07-26,757.52002,759.26001,752.75,757.650024,757.650024,1189600
2016-07-27,758.969971,764.450012,755.929993,761.969971,761.969971,1576200
2016-07-28,768.840027,768.969971,759.090027,765.840027,765.840027,3673200
2016-07-29,797.710022,803.9400019999999,790.0,791.340027,791.340027,5090500
2016-08-01,786.669983,807.48999,785.039978,800.9400019999999,800.9400019999999,3029700
2016-08-02,797.330017,802.320007,794.530029,800.119995,800.119995,1996400
2016-08-03,796.469971,799.539978,793.02002,798.919983,798.919983,1460300
2016-08-04,798.23999,800.200012,793.919983,797.25,797.25,1074900
2016-08-05,800.1099849999999,807.219971,797.8099980000001,806.929993,806.929993,1807300
2016-08-08,806.0,807.599976,801.6900019999999,805.22998,805.22998,1221300
2016-08-09,804.48999,813.330017,804.0599980000001,807.47998,807.47998,1607700
2016-08-10,807.049988,810.880005,806.48999,808.48999,808.48999,918500
2016-08-11,810.469971,813.880005,806.0,808.200012,808.200012,1281200
2016-08-12,805.090027,807.1900019999999,803.6400150000001,807.049988,807.049988,897300
2016-08-15,807.210022,811.3599849999999,804.030029,805.960022,805.960022,929800
2016-08-16,803.5,804.26001,797.0,801.1900019999999,801.1900019999999,1057900
2016-08-17,800.0,805.630005,796.299988,805.419983,805.419983,1066100
2016-08-18,805.3599849999999,808.0,801.630005,802.75,802.75,864600
2016-08-19,799.789978,801.22998,796.880005,799.650024,799.650024,1120800
2016-08-22,798.51001,799.299988,794.330017,796.950012,796.950012,852800
2016-08-23,800.47998,801.0,795.98999,796.590027,796.590027,917500
2016-08-24,796.8599849999999,798.460022,790.76001,793.599976,793.599976,1283600
2016-08-25,792.0,794.719971,787.22998,791.299988,791.299988,1202700
2016-08-26,792.48999,799.400024,789.409973,793.219971,793.219971,1248900
2016-08-29,793.049988,798.52002,790.320007,795.820007,795.820007,766500
2016-08-30,792.880005,798.0,789.469971,791.919983,791.919983,1167400
2016-08-31,789.599976,791.570007,787.200012,789.849976,789.849976,1071400
2016-09-01,791.97998,792.8900150000001,786.330017,791.400024,791.400024,1303500
2016-09-02,795.27002,797.099976,793.26001,796.869995,796.869995,1349900
2016-09-06,798.3900150000001,810.8900150000001,795.429993,808.02002,808.02002,1989500
2016-09-07,807.929993,810.599976,803.719971,807.98999,807.98999,1145300
2016-09-08,805.219971,808.419983,801.01001,802.840027,802.840027,1175200
2016-09-09,798.77002,801.75,788.049988,788.47998,788.47998,1887600
2016-09-12,784.52002,800.169983,783.5,798.820007,798.820007,1863700
2016-09-13,794.01001,795.789978,784.330017,788.719971,788.719971,1809000
2016-09-14,787.530029,796.330017,787.530029,790.460022,790.460022,1292100
2016-09-15,790.01001,803.650024,788.659973,801.22998,801.22998,1557200
2016-09-16,799.02002,799.02002,793.619995,797.969971,797.969971,2130600
2016-09-19,801.1099849999999,803.98999,793.5599980000001,795.3900150000001,795.3900150000001,1146700
2016-09-20,800.0,802.75,798.26001,799.780029,799.780029,1049200
2016-09-21,801.26001,805.909973,796.030029,805.030029,805.030029,1348500
2016-09-22,810.0,819.0599980000001,807.710022,815.950012,815.950012,1759300
2016-09-23,815.1400150000001,817.0,812.72998,814.960022,814.960022,1411700
2016-09-26,809.820007,810.080017,800.450012,802.650024,802.650024,1472700
2016-09-27,801.830017,813.48999,801.830017,810.72998,810.72998,1367300
2016-09-28,804.080017,810.25,802.780029,810.0599980000001,810.0599980000001,1470300
2016-09-29,807.22998,813.909973,800.8599849999999,802.6400150000001,802.6400150000001,1350000
2016-09-30,803.599976,808.090027,801.5,804.0599980000001,804.0599980000001,1660200
2016-10-03,802.549988,803.539978,796.22998,800.380005,800.380005,1489200
2016-10-04,805.0,806.5,799.669983,802.789978,802.789978,1258700
2016-10-05,806.0,808.5,800.710022,801.22998,801.22998,1213800
2016-10-06,804.080017,806.950012,800.51001,803.080017,803.080017,1099900
2016-10-07,805.929993,805.9400019999999,796.820007,800.710022,800.710022,1163100
2016-10-10,803.929993,817.380005,802.23999,814.169983,814.169983,1488500
2016-10-11,814.169983,819.8599849999999,807.369995,809.570007,809.570007,1721600
2016-10-12,811.960022,814.5,808.549988,811.77002,811.77002,907900
2016-10-13,806.070007,806.5599980000001,798.619995,804.080017,804.080017,1369000
2016-10-14,807.450012,810.090027,802.320007,804.599976,804.599976,1111900
2016-10-17,805.98999,813.48999,803.830017,806.840027,806.840027,1056400
2016-10-18,814.210022,828.8099980000001,813.330017,821.48999,821.48999,2273700
2016-10-19,822.880005,829.799988,822.880005,826.840027,826.840027,1500100
2016-10-20,827.5599980000001,828.469971,820.549988,821.630005,821.630005,1393900
2016-10-21,820.0,824.289978,818.3099980000001,824.0599980000001,824.0599980000001,1615800
2016-10-24,830.090027,837.9400019999999,829.039978,835.73999,835.73999,1447600
2016-10-25,838.5,838.5,825.299988,828.549988,828.549988,1890700
2016-10-26,827.119995,827.710022,816.349976,822.099976,822.099976,1794900
2016-10-27,823.01001,826.580017,814.6099849999999,817.349976,817.349976,2973500
2016-10-28,829.9400019999999,839.0,817.0,819.5599980000001,819.5599980000001,4354900
2016-10-31,822.429993,822.630005,808.0,809.900024,809.900024,2242700
2016-11-01,810.869995,813.960022,798.26001,805.47998,805.47998,2355900
2016-11-02,806.76001,806.76001,785.0,788.419983,788.419983,2350700
2016-11-03,784.5,790.0,778.630005,782.1900019999999,782.1900019999999,2175200
2016-11-04,771.299988,788.47998,771.0,781.099976,781.099976,1970600
2016-11-07,794.950012,805.0,792.900024,802.030029,802.030029,1992600
2016-11-08,802.030029,816.039978,799.619995,811.97998,811.97998,1754700
2016-11-09,801.830017,811.710022,792.039978,805.590027,805.590027,3098500
2016-11-10,810.0,810.0599980000001,768.22998,780.289978,780.289978,5909600
2016-11-11,776.8099980000001,777.289978,765.539978,771.75,771.75,3592600
2016-11-14,771.76001,771.780029,743.590027,753.219971,753.219971,3672000
2016-11-15,765.469971,780.23999,765.219971,775.159973,775.159973,2943900
2016-11-16,770.419983,783.5,766.330017,779.97998,779.97998,1794300
2016-11-17,782.5,788.900024,779.849976,786.159973,786.159973,1533700
2016-11-18,787.169983,791.289978,775.349976,775.969971,775.969971,1806300
2016-11-21,778.099976,786.549988,776.299988,784.799988,784.799988,1630800
2016-11-22,788.98999,793.77002,783.73999,785.0,785.0,1394200
2016-11-23,789.52002,789.52002,772.650024,779.0,779.0,1310500
2016-11-25,782.6099849999999,782.900024,778.1900019999999,780.22998,780.22998,613500
2016-11-28,778.349976,799.73999,778.099976,785.789978,785.789978,2575400
2016-11-29,788.380005,796.4400019999999,785.340027,789.4400019999999,789.4400019999999,1562000
2016-11-30,789.099976,791.51001,773.150024,775.880005,775.880005,2279100
2016-12-01,778.549988,778.599976,753.3599849999999,764.330017,764.330017,2867100
2016-12-02,761.900024,770.5,759.0,764.460022,764.460022,1718800
2016-12-05,770.0,780.0,766.969971,778.219971,778.219971,1688500
2016-12-06,780.1900019999999,785.280029,773.320007,776.179993,776.179993,1734100
2016-12-07,779.950012,792.0,773.530029,791.469971,791.469971,2029400
2016-12-08,792.950012,799.0,787.909973,795.169983,795.169983,1612500
2016-12-09,799.299988,809.950012,798.049988,809.450012,809.450012,1904500
2016-12-12,804.820007,811.349976,804.530029,807.900024,807.900024,1628600
2016-12-13,812.3900150000001,824.299988,811.9400019999999,815.340027,815.340027,2128200
2016-12-14,815.919983,824.26001,812.780029,817.8900150000001,817.8900150000001,1799700
2016-12-15,817.3599849999999,823.0,812.0,815.650024,815.650024,1769700
2016-12-16,818.3099980000001,819.200012,808.119995,809.840027,809.840027,2589100
2016-12-19,809.280029,816.219971,804.5,812.5,812.5,1263600
2016-12-20,813.369995,816.48999,811.0,815.200012,815.200012,1271900
2016-12-21,815.719971,815.719971,805.099976,812.200012,812.200012,1459600
2016-12-22,809.099976,811.070007,806.030029,809.679993,809.679993,1131600
2016-12-23,808.01001,810.969971,805.1099849999999,807.799988,807.799988,764100
2016-12-27,808.679993,816.0,805.799988,809.929993,809.929993,976000
2016-12-28,813.330017,813.330017,802.4400019999999,804.570007,804.570007,1214800
2016-12-29,802.330017,805.75,798.1400150000001,802.880005,802.880005,1056500
2016-12-30,803.210022,803.289978,789.619995,792.450012,792.450012,1735900
